,text
216,"RT @PinjraTod: Indian Army continues to enjoy unchecked impunity under AFSPA, that disposes judicial and extra-judicial power at the hands…"
217,"RT @mir5161: @ImranKhanPTI 23 feb 1991 mid night.
A night of horror and terror..
Cant express those brutalities in words..
May Allah bless…"
218,"RT @zari_pakistani: Kashmiris Use Memes to Mock Government's Social Media Ban, Slow 2G Services

Users have mocked the authorities for thei…"
219,"RT @dastgeerikariw: Today is the anniversary of one of the horrific crimes of Indian state on our people. February 23, 1991- Indian occupyi…"
220,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
221,@majorgauravarya This is how senior officers in #IndianArmy do with poor soldiers. They can't even get justice in t… https://t.co/M4oaEbEwFV
222,"RT @iamdharmarajan2: Congratulations Delhi. You chose poorly.

I suspect a huge conspiracy against #TrumpIndiaVisit 

#CAA_NRC_Protests 
#N…"
223,"RT @NadeemMughalkhi: #Trump Will Be Talking #Kashmir  with @narendramodi Backstage — But The Path He’s Advocating is Doomed
https://t.co/x4…"
224,"RT @tahirqazi: Goosebumps: We are witness on this #KashmirWomenResistanceDay. Watch this #BellaCiao version by our fearless women leaders,…"
225,"RT @zari_pakistani: Kashmiris Use Memes to Mock Government's Social Media Ban, Slow 2G Services

Users have mocked the authorities for thei…"
226,RT @PTIofficial: Modi is a life long member of Racist RRS group which follows the footsteps of Hitler. In order to attain ‘Akhand Bharat’ (…
227,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
228,@majorgauravarya Peaceful #Kashmir https://t.co/5yb8SqMPwA
229,"RT @HilalZargar5: #BREAKING
Two militants were killed in an encounter that raged between forces and militants in Naina Sangam area of South…"
230,RT @zamud_doudd: #KunanPoshpora stop #MassRapes by Indian Armed Forces in #kashmir https://t.co/omnHHOYTGA
231,"#kashmir The first ever Winter games in the sports history of Kishtwar district, organised by Jammu and Kashmir Spo… https://t.co/i7ZS4a8AIz"
232,"RT @DrJitendraSingh: #ConstituencyUpdate :Out of Rs 2500 Cr PMGSY Road Projects for #Jammu &amp; #Kashmir ,Rs 1000 Cr for Udhampur-Kathua-Doda.…"
233,"RT @kabwrites: This night in 1991, time stopped and humanity died. Our motherland witnessed a doom.

#KunanPoshpora

#Kashmir"
234,"RT @NimraSamarrr: Today on #WomenResistanceDay, Let's pay tribute to all Brave Kashmiri women who are still in Prison,and those who Are the…"
235,"RT @HilalZargar5: #BreakingNews
Two militants of LeT killed by Police and security  forces in an encounter at Gund Baba Khalil, Sangam, Ana…"
236,"RT @chatrikul1: Difference between an Indian and a #Kashmiri
#Kashmiris get arrested for posting concern for #Kashmir on fb
#Indians exerci…"
237,"RT @zari_pakistani: Kashmiris Use Memes to Mock Government's Social Media Ban, Slow 2G Services

Users have mocked the authorities for thei…"
238,"RT @Masratzahra: Government be like😅
#Kashmir https://t.co/KO5XCSgLMR"
239,@tonyashai They want dictatorship of Nazi and Fascist level in their own country #India. This is enougj to undrstan… https://t.co/rZDOKgd685
240,"RT @KASHMlRandME: ""The women who sees without being seen frustrates the colonizer.""

~Frantz Fanon

#Kashmir
#WomenResistanceDay https://t.…"
241,"RT @KASHMlRandME: Do you remember Kunan Poshpora? 
When Kupwara witnessed something so drastic that a Kashmiris should have never forgotten…"
242,Islamic terrorist inside Delhi and they are trying to make Delhi like Kasmir... #Jafrabad #Delhi #CAA… https://t.co/YJxJjfroyj
243,"RT @PTIofficial: Kashmir is a bleeding wound in the heart of the Islamic world. 203 Days of brutality, lockdown sufferings and what not. Ev…"
244,"Forgetting they are humans like you and me. My heart breaks even imagining the sight of that night.

But can we rea… https://t.co/IoMjZtKz1G"
245,"RT @HilalZargar5: Schools to re-open in Kashmir on 24 February: DSEK.

Timing in urban areas 10am to 3pm &amp; 10:30am to 3:30pm in rural areas…"
246,"Kashmiris Use Memes to Mock Government's Social Media Ban, Slow 2G Services

Users have mocked the authorities for… https://t.co/yiv4n1mSc3"
247,RT @PTIofficial: Indian Occupied Kashmir is under lockdown for over 200 days now. The world is getting a slight glimps of what is happening…
248,"So called K Twitter Meme experts are tweeting shit always, disrespecting communities, #kashmir freedom struggle and… https://t.co/rgQjRuNIdt"
249,"RT @HilalZargar5: #BREAKING Kunan Poshspora incident was an alleged mass-rape that occurred on February 23, 1991 by security forces in kash…"
250,RT @Mia121Mia: #NayaKashmir #Kashmiri students performing on a #patriotic song in #Bandipora #Kashmir. The future is bright only with #Indi…
251,"Starting a new Business in #Kashmir &amp; I've decided to name my Cafe #Kunposh to remember Kunan Poshpora, 23 Feburary… https://t.co/r6UXWrVuxJ"
252,"RT @DrJitendraSingh: #ConstituencyUpdate :Out of Rs 2500 Cr PMGSY Road Projects for #Jammu &amp; #Kashmir ,Rs 1000 Cr for Udhampur-Kathua-Doda.…"
253,RT @Im_SyedIbrahim: #AIMIM President &amp; Hyd MP Barrister Asaduddin Owaisi slams Govt on revoking of Article 370 from #Kashmir &amp; said Govt di…
254,RT @ShamsIrfan27: A new normal in #Kashmir: army men stopping people randomly to check their phones. Go through personal stuff. And if they…
255,"RT @PTIofficial: Kashmir is a bleeding wound in the heart of the Islamic world. 203 Days of brutality, lockdown sufferings and what not. Ev…"
256,"RT @Samiyalatief: Goosebumps! #KashmiriWomenResistanceDay #Kashmir #KunanPoshpora 'Bella Ciao, Kashmiri version written/sung by Kashmiri wo…"
257,"RT @newcrescent47: #india #Kashmir #investigation should start #innocent people are brutalized, children are kidnapped middle of the night.…"
258,RT @pathan_sumaya: AIMIM President &amp; Hyd MP Barrister Asaduddin Owaisi slams Govt on revoking of Article 370 from #Kashmir &amp; said Govt didn…
259,"RT @kabwrites: This night in 1991, time stopped and humanity died. Our motherland witnessed a doom.

#KunanPoshpora

#Kashmir"
260,"RT @KASHMlRandME: This is what India is doing to our homes on both sides of Cease Fire Line.

#Kashmir https://t.co/9U4cmPQ6Ak"
261,RT @PTIofficial: Modi is a life long member of Racist RRS group which follows the footsteps of Hitler. In order to attain ‘Akhand Bharat’ (…
262,"RT @PTISPOfficial: Feedback of a courageous and brave Kashmiri girl, struggling for freedom. We salute our Kashmiri sisters! 
 
#WomenResis…"
263,RT @Mia121Mia: #NayaKashmir #Kashmiri students performing on a #patriotic song in #Bandipora #Kashmir. The future is bright only with #Indi…
264,RT @errfanseye: A visual narrative of #history #culture #art #food #people #travel of #Kashmir. Alluring Kashmir: The Inner Spirit a #book…
265,RT @PTIofficial: International leaders and community have started speaking against the hostility of Indian Government in #Kashmir. The fasc…
266,"RT @786__Zakia: The next time you see a Kashmiri, give them a hug!

#Kashmir https://t.co/fAoE1U41Hp"
267,"RT @shakuqadri: Why has a dark void eaten up the sun today?
Why didn't the birds sing their songs this morning?
Why is every shred of my ex…"
268,RT @shahjhan_malikk: February 23 is commemorated as “Kashmiri Women’s Resistence Day” inspired by the struggle for #justice of the survivor…
269,RT @ShamsIrfan27: A new normal in #Kashmir: army men stopping people randomly to check their phones. Go through personal stuff. And if they…
270,"A happy childhood is perhaps the most-fortunate gift in life
Credits: @basiitzargar 
#life #Kashmir https://t.co/mIulqgPwT9"
271,"There are traffic jam in #Kashmir today, which means there is absolute normalcy.If you want to go on a pilgrimage,… https://t.co/CPfeHlffMp"
272,"RT @SoStarMusic: PM urges world to become voice of resilient Kashmiri women

“Their sufferings have multiplied after 5 Aug siege by #Modi G…"
273,"RT @kabwrites: This night in 1991, time stopped and humanity died. Our motherland witnessed a doom.

#KunanPoshpora

#Kashmir"
274,"RT @MeghUpdates: Enemy Gameplan
~ #TrumpVisitIndia tomorrow 
~ #Pakistan is getting bashed at #LOC
~ All attempts to infiltrate have failed…"
275,"RT @Samiyalatief: Goosebumps! #KashmiriWomenResistanceDay #Kashmir #KunanPoshpora 'Bella Ciao, Kashmiri version written/sung by Kashmiri wo…"
276,RT @ShamsIrfan27: A new normal in #Kashmir: army men stopping people randomly to check their phones. Go through personal stuff. And if they…
277,RT @PTIofficial: Modi is a life long member of Racist RRS group which follows the footsteps of Hitler. In order to attain ‘Akhand Bharat’ (…
278,"RT @KASHMlRandME: Do you remember Kunan Poshpora? 
When Kupwara witnessed something so drastic that a Kashmiris should have never forgotten…"
279,@Acosta If you or any other @whca reporter gets to ask questions..ask about #CAA_NRC_Protests and the underlying bi… https://t.co/7cRtmXhoje
280,"RT @kabwrites: One victim is scared of looking into the mirror. It brings back the horrible moments of that doomed night. 

#KunanPoshpora…"
281,"RT @chinmoybhowmick: @KapilMishra_IND You show them our strength 💪 💪
#isupportkapilmishra
#ISupportKapilMishra
#ISupportKapilMishra
#ISuppo…"
282,Indian Occupied Kashmir is under lockdown for over 200 days now. The world is getting a slight glimps of what is ha… https://t.co/1ozhhaQjDv
283,@RHFontaine The wrongs that happened in #Kashmir had to be righted sometime. Half a million people were victims of… https://t.co/7AyN2oGxPO
284,"RT @alisipl: I am sure the #ShaheenBaghProtest
#AntiCAA
So called liberals of #India fighting for the constitution #Justice #EqualityForAll…"
285,"RT @MAhmed73263003: Indian authorities impose strict sanctions on Kashmir women's day.
#IndianCrimes #Islamophobia 
#WomenResistanceDay #Ka…"
286,"RT @toronto4kashmir: Listen to the voices of the Kunan Poshpora victims. 

29 years since the #KunanPoshpora mass rape. 29 years of impunit…"
287,"RT @NadeemMughalkhi: #Trump Will Be Talking #Kashmir  with @narendramodi Backstage — But The Path He’s Advocating is Doomed
https://t.co/x4…"
288,"200+ horrific days of being caged within the walls of your home with no access to Food, medicine &amp; Internet. This i… https://t.co/rezL6RjV2e"
289,"RT @Samiyalatief: Goosebumps! #KashmiriWomenResistanceDay #Kashmir #KunanPoshpora 'Bella Ciao, Kashmiri version written/sung by Kashmiri wo…"
290,RT @ShamsIrfan27: A new normal in #Kashmir: army men stopping people randomly to check their phones. Go through personal stuff. And if they…
291,"RT @MAhmed73263003: Indian authorities impose strict sanctions on Kashmir women's day.
#IndianCrimes #Islamophobia 
#WomenResistanceDay #Ka…"
292,"RT @SoStarMusic: PM urges world to become voice of resilient Kashmiri women

“Their sufferings have multiplied after 5 Aug siege by #Modi G…"
293,Modi is a life long member of Racist RRS group which follows the footsteps of Hitler. In order to attain ‘Akhand Bh… https://t.co/BEkQDPYeq8
294,"RT @KASHMlRandME: This is what India is doing to our homes on both sides of Cease Fire Line.

#Kashmir https://t.co/9U4cmPQ6Ak"
295,RT @ShainaNC: Only a minister or representative of the government shld discuss national issues. @ShatruganSinha ji says he was on a private…
296,"RT @IamBhatUmar: Dear KPs
Please avoid using free VPNs,they often use old,cracked encryptions n flawed security protocols.U are not paying…"
297,"RT @DrJitendraSingh: #ConstituencyUpdate :Out of Rs 2500 Cr PMGSY Road Projects for #Jammu &amp; #Kashmir ,Rs 1000 Cr for Udhampur-Kathua-Doda.…"
298,"RT @rasoolarshad: India gets ready to impress Trump, but he talks tough over trade, May arm-twist New Delhi over #CAA #NRC #Kashmir and rel…"
299,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
300,Human Rights Activists have started condemning the hostility of fascist Indian Government in #Kashmir. The Hitler o… https://t.co/aR4UIqxtmR
301,"RT @UnaizaButt: #WomenOfTheWorld 
Speak Up For #Kashmir 
Reports of Violence and Torture Are Extremely Concerning, and the Blockade From Co…"
302,RT @ShamsIrfan27: A new normal in #Kashmir: army men stopping people randomly to check their phones. Go through personal stuff. And if they…
303,"RT @DrJitendraSingh: #ConstituencyUpdate :Out of Rs 2500 Cr PMGSY Road Projects for #Jammu &amp; #Kashmir ,Rs 1000 Cr for Udhampur-Kathua-Doda.…"
304,"RT @786__Zakia: Kashmir is face of India,I love my India

Kashmir has never been""Normal""in my 24year old, and sadly it was all Pakistan's t…"
305,"RT @ShafatG_Kashmir: #KunanPoshpora 
Sexualised violence is an instrument of suppression in #Kashmir"
306,"I am sure the #ShaheenBaghProtest
#AntiCAA
So called liberals of #India fighting for the constitution #Justice… https://t.co/EBrCM6mJiO"
307,"RT @786__Zakia: Kashmir is face of India,I love my India

Kashmir has never been""Normal""in my 24year old, and sadly it was all Pakistan's t…"
308,"RT @jadaliyya: I wanted this book to amplify the message of Kashmiri people, to show how Indian state terrorism &amp; military #occupation make…"
309,"Since 1989, onwards uncountable women have been displaced, raped and murdered brutally. All the organizations aroun… https://t.co/bSRhH5baZu"
310,RT @SehrishkhanAjk: India continuously targeting the Kashmiri civilians on LOC and their houses.why our Government and media is silent?if y…
311,"Kashmir is a bleeding wound in the heart of the Islamic world. 203 Days of brutality, lockdown sufferings and what… https://t.co/WjHxIsAaqB"
312,"RT @Samiyalatief: After 29 years, justice still eludes the survivors of mass rape &amp; torture in #KunanPoshpora where over 100 women were gan…"
313,"RT @irfanulhaq___: @ImranKhanPTI #kashmir Women Resistance Day

https://t.co/eXodQqD9eO"
314,"RT @DrJitendraSingh: #ConstituencyUpdate :Out of Rs 2500 Cr PMGSY Road Projects for #Jammu &amp; #Kashmir ,Rs 1000 Cr for Udhampur-Kathua-Doda.…"
315,"RT @Samiyalatief: Goosebumps! #KashmiriWomenResistanceDay #Kashmir #KunanPoshpora 'Bella Ciao, Kashmiri version written/sung by Kashmiri wo…"
316,"RT @KASHMlRandME: This is what India is doing to our homes on both sides of Cease Fire Line.

#Kashmir https://t.co/9U4cmPQ6Ak"
